Code,date,last price,max,min,avg price,percent,quantity,revenue in best denars,total revenue in denars
STB,31.10.2016,700.00,709.00,695.00,699.36,"-0,61",1.507,"1,053,931.00","1,053,931.00"
STB,28.10.2016,709.00,715.00,700.00,703.66,"1,82",912,"641,735.00","641,735.00"
STB,27.10.2016,690.00,700.00,666.00,691.11,"2,69",1.484,"1,025,606.00","1,025,606.00"
STB,26.10.2016,673.00,673.00,673.00,673.00,"2,86",710,"477,830.00","477,830.00"
STB,25.10.2016,660.00,660.00,649.00,654.29,"3,00",649,"424,635.00","424,635.00"
STB,21.10.2016,648.00,648.00,634.00,635.22,"2,16",2.364,"1,501,652.00","1,501,652.00"
STB,20.10.2016,628.00,628.00,620.00,621.77,"1,86",1.670,"1,038,360.00","1,038,360.00"
STB,28.12.2017,920.00,920.00,920.00,920.00,"-1,08",825,"759,000.00","759,000.00"
STB,27.12.2017,930.00,930.00,930.00,930.00,"1,09",10,"9,300.00","9,300.00"
STB,26.12.2017,920.00,920.00,920.00,920.00,"-2,13",77,"70,840.00","70,840.00"
STB,25.12.2017,940.00,940.00,940.00,940.00,"3,30",10,"9,400.00","9,400.00"
STB,22.12.2017,910.00,910.00,910.00,910.00,"-2,88",1.000,"910,000.00","910,000.00"
STB,21.12.2017,937.00,937.00,937.00,937.00,"2,92",3,"2,811.00","2,811.00"
STB,20.12.2017,910.00,915.00,910.00,910.41,"0,05",3.403,"3,098,113.00","3,098,113.00"
STB,15.12.2017,910.00,910.00,910.00,910.00,"-1,09",705,"641,550.00","641,550.00"
STB,14.12.2017,920.00,920.00,920.00,920.00,"0,55",50,"46,000.00","46,000.00"
STB,13.12.2017,915.00,915.00,915.00,915.00,"0,55",40,"36,600.00","36,600.00"
STB,12.12.2017,910.00,910.00,910.00,910.00,"0,00",100,"91,000.00","91,000.00"
STB,06.12.2017,910.00,910.00,910.00,910.00,"-0,55",269,"244,790.00","244,790.00"
STB,05.12.2017,915.00,919.00,915.00,915.01,"0,00",2.143,"1,960,865.00","1,960,865.00"
STB,04.12.2017,915.00,915.00,915.00,915.00,"-0,54",400,"366,000.00","366,000.00"
STB,01.12.2017,920.00,920.00,920.00,920.00,"0,00",625,"575,000.00","575,000.00"
STB,30.11.2017,920.00,920.00,920.00,920.00,"1,65",125,"115,000.00","115,000.00"
STB,29.11.2017,901.00,920.00,901.00,905.04,"0,26",47,"42,537.00","42,537.00"
STB,28.11.2017,912.00,912.00,900.00,902.72,"-0,37",194,"175,128.00","175,128.00"
STB,27.11.2017,912.00,915.00,900.00,906.11,"-1,14",732,"663,274.00","663,274.00"
STB,24.11.2017,919.00,919.00,911.00,916.57,"-0,33",331,"303,385.00","303,385.00"
STB,20.11.2017,910.00,923.00,910.00,919.65,"-1,62",2.925,"2,689,990.00","2,689,990.00"
STB,17.11.2017,930.00,936.00,930.00,934.80,"0,37",250,"233,700.00","233,700.00"
STB,16.11.2017,936.00,936.00,922.00,931.31,"0,18",857,"798,132.00","798,132.00"
STB,15.11.2017,929.00,930.00,929.00,929.67,"-0,89",313,"290,988.00","290,988.00"
STB,14.11.2017,938.00,938.00,938.00,938.00,"1,60",430,"403,340.00","403,340.00"
STB,10.11.2017,926.00,926.00,920.00,923.26,"0,09",737,"680,440.00","680,440.00"
STB,09.11.2017,925.00,926.00,921.00,922.46,"-0,84",603,"556,243.00","556,243.00"
STB,08.11.2017,930.00,931.00,930.00,930.29,"-0,68",872,"811,210.00","811,210.00"
STB,06.11.2017,939.00,939.00,932.00,936.69,"-0,35",97,"90,859.00","90,859.00"
STB,03.11.2017,940.00,940.00,940.00,940.00,"0,11",50,"47,000.00","47,000.00"
STB,02.11.2017,939.00,939.00,939.00,939.00,"0,00",105,"98,595.00","98,595.00"
STB,01.11.2017,939.00,939.00,939.00,939.00,"0,94",150,"140,850.00","140,850.00"
STB,31.10.2017,930.00,940.00,930.00,930.27,"-1,02",3.003,"2,793,590.00","2,793,590.00"
STB,27.10.2017,940.00,940.00,939.00,939.85,"0,83",500,"469,927.00","469,927.00"
STB,26.10.2017,930.00,933.00,930.00,932.15,"-0,84",330,"307,610.00","307,610.00"
STB,25.10.2017,940.00,940.00,940.00,940.00,"-0,42",580,"545,200.00","545,200.00"
STB,24.10.2017,944.00,944.00,944.00,944.00,"0,33",286,"269,984.00","269,984.00"
STB,20.10.2017,944.00,944.00,940.00,940.91,"-0,33",592,"557,016.00","557,016.00"
STB,27.12.2018,"1,200.00","1,200.00","1,200.00","1,200.00","1,01",150,"180,000.00","180,000.00"
STB,26.12.2018,"1,188.00","1,188.00","1,188.00","1,188.00","-5,66",184,"218,592.00","218,592.00"
STB,24.12.2018,"1,260.00","1,263.00","1,257.00","1,259.21","0,56",1.659,"2,089,024.00","2,089,024.00"
STB,21.12.2018,"1,253.00","1,253.00","1,250.00","1,252.25","-0,08",1.081,"1,353,683.00","1,353,683.00"
STB,20.12.2018,"1,254.00","1,270.00","1,250.00","1,253.21","-1,67",2.725,"3,414,994.00","3,414,994.00"
STB,19.12.2018,"1,270.00","1,279.00","1,270.00","1,274.47","-0,82",1.091,"1,390,445.00","1,390,445.00"
STB,18.12.2018,"1,284.00","1,286.00","1,284.00","1,285.06","-0,08",3.335,"4,285,660.00","4,285,660.00"
STB,17.12.2018,"1,290.00","1,290.00","1,285.00","1,286.11","0,35",837,"1,076,470.00","1,076,470.00"
STB,14.12.2018,"1,287.00","1,287.00","1,279.00","1,281.65","-0,63",680,"871,520.00","871,520.00"
STB,13.12.2018,"1,285.00","1,290.00","1,285.00","1,289.79","-0,02",1.200,"1,547,750.00","1,547,750.00"
STB,30.12.2019,"1,205.00","1,205.00","1,200.00","1,201.60","1,83",815,"979,300.00","979,300.00"
STB,26.12.2019,"1,180.00","1,180.00","1,180.00","1,180.00","-0,25",668,"788,240.00","788,240.00"
STB,25.12.2019,"1,180.00","1,185.00","1,180.00","1,182.94","0,22",1.292,"1,528,362.00","1,528,362.00"
STB,24.12.2019,"1,180.00","1,181.00","1,180.00","1,180.32","-0,15",1.850,"2,183,600.00","2,183,600.00"
STB,23.12.2019,"1,180.00","1,189.00","1,180.00","1,182.07","-0,67",1.536,"1,815,665.00","1,815,665.00"
STB,20.12.2019,"1,190.00","1,190.00","1,190.00","1,190.00","0,01",245,"291,550.00","291,550.00"
STB,19.12.2019,"1,190.00","1,190.00","1,189.00","1,189.88","-0,01",800,"951,900.00","951,900.00"
STB,18.12.2019,"1,190.00","1,190.00","1,190.00","1,190.00","0,08",44,"52,360.00","52,360.00"
STB,17.12.2019,"1,189.00","1,189.00","1,189.00","1,189.00","0,76",87,"103,443.00","103,443.00"
STB,13.12.2019,"1,180.00","1,180.00","1,180.00","1,180.00","0,09",236,"278,480.00","278,480.00"
STB,12.12.2019,"1,180.00","1,180.00","1,170.00","1,178.90","-0,09",905,"1,066,900.00","1,066,900.00"
STB,11.12.2019,"1,180.00","1,180.00","1,180.00","1,180.00","0,28",45,"53,100.00","53,100.00"
STB,10.12.2019,"1,180.00","1,180.00","1,175.00","1,176.76","1,01",1.538,"1,809,850.00","1,809,850.00"
STB,06.12.2019,"1,165.00","1,165.00","1,165.00","1,165.00","0,42",50,"58,250.00","58,250.00"
STB,04.12.2019,"1,160.00","1,161.00","1,150.00","1,160.07","0,01",427,"495,350.00","495,350.00"
STB,02.12.2019,"1,160.00","1,160.00","1,160.00","1,160.00","-0,09",100,"116,000.00","116,000.00"
STB,29.11.2019,"1,160.00","1,162.00","1,160.00","1,161.01","-0,03",170,"197,372.00","197,372.00"
STB,28.11.2019,"1,161.00","1,162.00","1,161.00","1,161.34","0,12",148,"171,878.00","171,878.00"
STB,26.11.2019,"1,160.00","1,160.00","1,160.00","1,160.00","0,00",520,"603,200.00","603,200.00"
STB,25.11.2019,"1,160.00","1,160.00","1,160.00","1,160.00","-0,06",100,"116,000.00","116,000.00"
STB,22.11.2019,"1,175.00","1,175.00","1,159.00","1,160.72","0,06",360,"417,860.00","417,860.00"
STB,21.11.2019,"1,160.00","1,160.00","1,160.00","1,160.00","0,00",150,"174,000.00","174,000.00"
STB,20.11.2019,"1,160.00","1,160.00","1,160.00","1,160.00","0,88",300,"348,000.00","348,000.00"
STB,19.11.2019,"1,150.00","1,150.00","1,149.00","1,149.91","-0,01",1.120,"1,287,900.00","1,287,900.00"
STB,18.11.2019,"1,150.00","1,150.00","1,150.00","1,150.00","0,90",150,"172,500.00","172,500.00"
STB,15.11.2019,"1,140.00","1,140.00","1,139.00","1,139.76","-0,32",765,"871,915.00","871,915.00"
STB,14.11.2019,"1,140.00","1,150.00","1,140.00","1,143.40","0,22",500,"571,700.00","571,700.00"
STB,11.11.2019,"1,130.00","1,175.00","1,130.00","1,140.87","-0,58",471,"537,352.00","537,352.00"
STB,08.11.2019,"1,147.00","1,148.00","1,147.00","1,147.54","0,66",500,"573,770.00","573,770.00"
STB,07.11.2019,"1,140.00","1,140.00","1,140.00","1,140.00","-0,44",130,"148,200.00","148,200.00"
STB,06.11.2019,"1,141.00","1,150.00","1,139.00","1,145.03","-0,43",405,"463,739.00","463,739.00"
STB,05.11.2019,"1,150.00","1,150.00","1,150.00","1,150.00","-0,02",1.260,"1,449,000.00","1,449,000.00"
STB,04.11.2019,"1,140.00","1,156.00","1,140.00","1,150.28","0,02",1.440,"1,656,400.00","1,656,400.00"
STB,01.11.2019,"1,150.00","1,150.00","1,150.00","1,150.00","-0,86",34,"39,100.00","39,100.00"
STB,31.10.2019,"1,160.00","1,160.00","1,160.00","1,160.00","0,69",653,"757,480.00","757,480.00"
STB,30.10.2019,"1,150.00","1,154.00","1,150.00","1,152.04","0,18",143,"164,742.00","164,742.00"
STB,29.10.2019,"1,150.00","1,150.00","1,150.00","1,150.00","0,35",50,"57,500.00","57,500.00"
STB,25.10.2019,"1,146.00","1,146.00","1,146.00","1,146.00","0,00",180,"206,280.00","206,280.00"
STB,24.10.2019,"1,146.00","1,146.00","1,146.00","1,146.00","2,92",10,"11,460.00","11,460.00"
STB,30.12.2020,"1,144.00","1,145.00","1,144.00","1,144.98","0,37",409,"468,295.00","468,295.00"
STB,29.12.2020,"1,140.00","1,141.00","1,140.00","1,140.77","2,93",357,"407,255.00","407,255.00"
STB,28.12.2020,"1,115.00","1,115.00","1,095.00","1,108.33","-1,04",150,"166,250.00","166,250.00"
STB,25.12.2020,"1,120.00","1,120.00","1,120.00","1,120.00","0,81",50,"56,000.00","56,000.00"
STB,24.12.2020,"1,111.00","1,111.00","1,111.00","1,111.00","0,08",200,"222,200.00","222,200.00"
STB,23.12.2020,"1,110.00","1,111.00","1,110.00","1,110.16","0,10",126,"139,880.00","139,880.00"
STB,22.12.2020,"1,109.00","1,109.00","1,109.00","1,109.00","-0,40",50,"55,450.00","55,450.00"
STB,18.12.2020,"1,115.00","1,115.00","1,085.00","1,113.50","0,32",243,"270,580.00","270,580.00"
STB,17.12.2020,"1,110.00","1,110.00","1,110.00","1,110.00","2,23",60,"66,600.00","66,600.00"
STB,16.12.2020,"1,110.00","1,110.00","1,081.00","1,085.83","0,54",60,"65,150.00","65,150.00"
STB,15.12.2020,"1,080.00","1,080.00","1,080.00","1,080.00","-1,09",15,"16,200.00","16,200.00"
STB,30.12.2021,"1,370.00","1,389.00","1,370.00","1,373.27","0,24",585,"803,365.00","803,365.00"
STB,29.12.2021,"1,370.00","1,370.00","1,370.00","1,370.00","0,17",66,"90,420.00","90,420.00"
STB,28.12.2021,"1,370.00","1,370.00","1,350.00","1,367.72","-0,06",638,"872,606.00","872,606.00"
STB,27.12.2021,"1,366.00","1,369.00","1,366.00","1,368.50","0,63",240,"328,440.00","328,440.00"
STB,24.12.2021,"1,359.00","1,360.00","1,359.00","1,359.87","0,01",2.360,"3,209,290.00","3,209,290.00"
STB,23.12.2021,"1,359.00","1,360.00","1,359.00","1,359.67","-0,39",300,"407,900.00","407,900.00"
STB,22.12.2021,"1,365.00","1,365.00","1,365.00","1,365.00","0,09",30,"40,950.00","40,950.00"
STB,21.12.2021,"1,365.00","1,365.00","1,360.00","1,363.73","0,13",590,"804,600.00","804,600.00"
STB,16.12.2021,"1,362.00","1,362.00","1,362.00","1,362.00","3,08",100,"136,200.00","136,200.00"
STB,27.12.2022,"1,346.00","1,346.00","1,346.00","1,346.00","2,94",100,"134,600.00","134,600.00"
STB,20.12.2022,"1,240.00","1,311.00","1,240.00","1,307.59","-3,11",1.450,"1,896,010.00","1,896,010.00"
STB,15.12.2022,"1,350.00","1,350.00","1,350.00","1,350.00","2,58",170,"229,500.00","229,500.00"
STB,28.12.2023,"1,315.00","1,320.00","1,315.00","1,317.78","0,75",180,"237,200.00","237,200.00"
STB,26.12.2023,"1,300.00","1,325.00","1,300.00","1,307.92","-2,83",840,"1,098,650.00","1,098,650.00"
STB,21.12.2023,"1,355.00","1,355.00","1,316.00","1,346.00","2,24",65,"87,490.00","87,490.00"
STB,19.12.2023,"1,349.00","1,349.00","1,310.00","1,316.50","-1,39",420,"552,930.00","552,930.00"
STB,18.12.2023,"1,335.00","1,335.00","1,335.00","1,335.00","2,69",120,"160,200.00","160,200.00"
STB,14.12.2023,"1,300.00","1,300.00","1,300.00","1,300.00","0,00",1.490,"1,937,000.00","1,937,000.00"
STB,12.12.2023,"1,300.00","1,300.00","1,300.00","1,300.00","0,00",690,"897,000.00","897,000.00"
STB,11.12.2023,"1,300.00","1,300.00","1,300.00","1,300.00","-5,34",2.207,"2,869,100.00","2,869,100.00"
STB,07.12.2023,"1,369.00","1,379.00","1,369.00","1,373.40","1,69",500,"686,700.00","686,700.00"
STB,06.12.2023,"1,350.00","1,359.00","1,334.00","1,350.53","1,37",1.293,"1,746,230.00","1,746,230.00"
STB,05.12.2023,"1,334.00","1,335.00","1,330.00","1,332.29","0,70",590,"786,050.00","786,050.00"
STB,04.12.2023,"1,320.00","1,337.00","1,320.00","1,323.03","1,77",365,"482,905.00","482,905.00"
STB,01.12.2023,"1,300.00","1,300.00","1,299.00","1,299.96","0,74",667,"867,076.00","867,076.00"
STB,30.11.2023,"1,286.00","1,298.00","1,286.00","1,290.35","-0,74",310,"400,010.00","400,010.00"
STB,28.11.2023,"1,300.00","1,300.00","1,300.00","1,300.00","0,08",114,"148,200.00","148,200.00"
STB,24.11.2023,"1,299.00","1,299.00","1,299.00","1,299.00","-0,07",245,"318,255.00","318,255.00"
STB,23.11.2023,"1,300.00","1,300.00","1,299.00","1,299.91","0,00",1.650,"2,144,850.00","2,144,850.00"
STB,22.11.2023,"1,300.00","1,300.00","1,298.00","1,299.92","1,56",5.216,"6,780,400.00","6,780,400.00"
STB,21.11.2023,"1,280.00","1,280.00","1,280.00","1,280.00","-1,48",55,"70,400.00","70,400.00"
STB,17.11.2023,"1,299.00","1,300.00","1,299.00","1,299.25","0,02",957,"1,243,387.00","1,243,387.00"
STB,16.11.2023,"1,299.00","1,299.00","1,299.00","1,299.00","0,08",87,"113,013.00","113,013.00"
STB,15.11.2023,"1,298.00","1,298.00","1,298.00","1,298.00","1,99",500,"649,000.00","649,000.00"
STB,14.11.2023,"1,298.00","1,298.00","1,260.00","1,272.71","1,58",415,"528,175.00","528,175.00"
STB,13.11.2023,"1,256.00","1,256.00","1,250.00","1,252.88","-0,83",305,"382,129.00","382,129.00"
STB,09.11.2023,"1,260.00","1,270.00","1,260.00","1,263.33","-1,30",300,"379,000.00","379,000.00"
STB,08.11.2023,"1,280.00","1,280.00","1,280.00","1,280.00","0,00",15,"19,200.00","19,200.00"
STB,07.11.2023,"1,280.00","1,280.00","1,280.00","1,280.00","-0,97",100,"128,000.00","128,000.00"
STB,02.11.2023,"1,281.00","1,300.00","1,281.00","1,292.52","-0,57",165,"213,265.00","213,265.00"
STB,01.11.2023,"1,299.00","1,300.00","1,299.00","1,299.88","-0,01",856,"1,112,700.00","1,112,700.00"
STB,31.10.2023,"1,300.00","1,300.00","1,300.00","1,300.00","-1,07",2.544,"3,307,200.00","3,307,200.00"
STB,30.10.2023,"1,330.00","1,330.00","1,300.00","1,314.00","1,08",300,"394,200.00","394,200.00"
STB,27.10.2023,"1,300.00","1,300.00","1,300.00","1,300.00","0,00",810,"1,053,000.00","1,053,000.00"
STB,26.10.2023,"1,300.00","1,301.00","1,300.00","1,300.04","-2,25",943,"1,225,940.00","1,225,940.00"
STB,25.10.2023,"1,330.00","1,330.00","1,330.00","1,330.00","0,78",107,"142,310.00","142,310.00"
STB,24.10.2023,"1,320.00","1,320.00","1,319.00","1,319.67","-1,05",300,"395,900.00","395,900.00"
STB,20.10.2023,"1,320.00","1,339.00","1,320.00","1,333.63","0,45",311,"414,760.00","414,760.00"
STB,13.11.2024,"1,960.00","1,960.00","1,960.00","1,960.00","0,00",240,"470,400.00","470,400.00"
STB,12.11.2024,"1,960.00","1,960.00","1,960.00","1,960.00","-0,20",1,"1,960.00","1,960.00"
STB,11.11.2024,"1,963.00","1,965.00","1,963.00","1,963.83","-0,01",190,"373,127.00","373,127.00"
STB,08.11.2024,"1,964.00","1,964.00","1,964.00","1,964.00","-0,27",155,"304,420.00","304,420.00"
STB,07.11.2024,"1,967.00","1,975.00","1,967.00","1,969.28","-0,28",642,"1,264,276.00","1,264,276.00"
STB,06.11.2024,"1,975.00","1,990.00","1,970.00","1,974.75","0,29",295,"582,550.00","582,550.00"
STB,05.11.2024,"1,969.00","1,969.00","1,969.00","1,969.00","-1,40",25,"49,225.00","49,225.00"
STB,04.11.2024,"1,997.00","1,997.00","1,997.00","1,997.00","0,00",27,"53,919.00","53,919.00"
STB,01.11.2024,"1,997.00","1,997.00","1,997.00","1,997.00","2,02",138,"275,586.00","275,586.00"
STB,31.10.2024,"1,960.00","1,960.00","1,950.00","1,957.51","0,99",1.065,"2,084,750.00","2,084,750.00"
STB,30.10.2024,"1,938.00","1,949.00","1,920.00","1,938.29","0,95",434,"841,220.00","841,220.00"
STB,28.10.2024,"1,920.00","1,920.00","1,920.00","1,920.00","0,35",115,"220,800.00","220,800.00"
STB,25.10.2024,"1,900.00","1,919.00","1,900.00","1,913.26","-0,35",43,"82,270.00","82,270.00"
STB,22.10.2024,"1,920.00","1,920.00","1,920.00","1,920.00","0,00",300,"576,000.00","576,000.00"
STB,21.10.2024,"1,920.00","1,920.00","1,920.00","1,920.00","-1,44",65,"124,800.00","124,800.00"
STB,18.10.2024,"1,948.00","1,948.00","1,948.00","1,948.00","1,10",5,"9,740.00","9,740.00"
STB,16.10.2024,"1,920.00","1,950.00","1,899.00","1,926.71","-1,19",112,"215,792.00","215,792.00"
STB,15.10.2024,"1,950.00","1,950.00","1,950.00","1,950.00","0,00",560,"1,092,000.00","1,092,000.00"
STB,09.10.2024,"1,950.00","1,950.00","1,950.00","1,950.00","-0,46",95,"185,250.00","185,250.00"
STB,08.10.2024,"1,959.00","1,959.00","1,959.00","1,959.00","1,09",10,"19,590.00","19,590.00"
STB,07.10.2024,"1,939.00","1,939.00","1,935.00","1,937.92","-1,09",425,"823,615.00","823,615.00"
STB,04.10.2024,"1,959.00","1,965.00","1,959.00","1,959.34","1,04",318,"623,070.00","623,070.00"
STB,02.10.2024,"1,940.00","1,940.00","1,939.00","1,939.13","-0,99",265,"513,870.00","513,870.00"
STBP,23.12.2014,380.00,380.00,380.00,380.00,"0,00",74,"28,120.00","28,120.00"
STBP,22.12.2014,380.00,380.00,380.00,380.00,"0,00",120,"45,600.00","45,600.00"
STBP,18.12.2014,380.00,380.00,380.00,380.00,"0,26",366,"139,080.00","139,080.00"
STBP,16.12.2014,379.00,379.00,379.00,379.00,"0,00",100,"37,900.00","37,900.00"
STBP,11.12.2014,379.00,379.00,379.00,379.00,"-2,82",144,"54,576.00","54,576.00"
STBP,01.12.2014,390.00,390.00,390.00,390.00,"2,90",197,"76,830.00","76,830.00"
STBP,25.11.2014,379.00,379.00,379.00,379.00,"-2,82",91,"34,489.00","34,489.00"
STBP,19.11.2014,390.00,390.00,390.00,390.00,"-11,36",250,"97,500.00","97,500.00"
STBP,13.11.2014,440.00,440.00,440.00,440.00,"-0,23",423,"186,120.00","186,120.00"
STBP,12.11.2014,441.00,441.00,441.00,441.00,"-2,00",310,"136,710.00","136,710.00"
STBP,10.11.2014,450.00,450.00,450.00,450.00,"0,00",100,"45,000.00","45,000.00"
STBP,07.11.2014,450.00,450.00,450.00,450.00,"2,27",190,"85,500.00","85,500.00"
STBP,06.11.2014,440.00,440.00,440.00,440.00,"25,71",367,"161,480.00","161,480.00"
STBP,04.11.2014,350.00,350.00,350.00,350.00,"0,00",250,"87,500.00","87,500.00"
STBP,31.10.2014,350.00,350.00,350.00,350.00,"0,00",22,"7,700.00","7,700.00"
STBP,24.10.2014,350.00,350.00,350.00,350.00,"0,00",18,"6,300.00","6,300.00"
STBP,16.10.2014,350.00,350.00,350.00,350.00,"22,81",341,"119,350.00","119,350.00"
STBP,15.10.2014,285.00,285.00,285.00,285.00,"-2,06",46,"13,110.00","13,110.00"
STBP,23.9.2014,291.00,291.00,291.00,291.00,"0,00",94,"27,354.00","27,354.00"
STBP,30.12.2015,350.00,350.00,350.00,350.00,"-2,78",74,"25,900.00","25,900.00"
STBP,29.12.2015,360.00,360.00,360.00,360.00,"2,90",198,"71,280.00","71,280.00"
STBP,28.12.2015,350.00,350.00,349.00,349.85,"0,48",712,"249,091.00","249,091.00"
STBP,25.12.2015,349.00,349.00,348.00,348.18,"2,41",215,"74,858.00","74,858.00"
STBP,23.12.2015,340.00,340.00,340.00,340.00,"0,00",192,"65,280.00","65,280.00"
STBP,14.12.2015,340.00,340.00,340.00,340.00,"2,72",177,"60,180.00","60,180.00"
STBP,09.12.2015,331.00,331.00,331.00,331.00,"0,00",82,"27,142.00","27,142.00"
STBP,04.12.2015,331.00,331.00,331.00,331.00,"-2,65",150,"49,650.00","49,650.00"
STBP,24.11.2015,340.00,340.00,340.00,340.00,"1,49",61,"20,740.00","20,740.00"
STBP,17.11.2015,335.00,335.00,335.00,335.00,"-1,47",300,"100,500.00","100,500.00"
STBP,06.11.2015,340.00,340.00,340.00,340.00,"-2,86",27,"9,180.00","9,180.00"
STBP,02.11.2015,350.00,350.00,350.00,350.00,"2,94",200,"70,000.00","70,000.00"
STBP,30.10.2015,340.00,340.00,340.00,340.00,"2,41",631,"214,540.00","214,540.00"
STBP,21.10.2015,332.00,332.00,332.00,332.00,"-2,35",143,"47,476.00","47,476.00"
STBP,28.12.2016,650.00,650.00,650.00,650.00,"0,00",140,"91,000.00","91,000.00"
STBP,07.12.2016,650.00,650.00,650.00,650.00,"0,00",58,"37,700.00","37,700.00"
STBP,06.12.2016,650.00,650.00,650.00,650.00,"-7,14",85,"55,250.00","55,250.00"
STBP,05.12.2016,700.00,700.00,700.00,700.00,"1,45",85,"59,500.00","59,500.00"
STBP,02.12.2016,690.00,690.00,690.00,690.00,"-5,48",50,"34,500.00","34,500.00"
STBP,23.11.2016,730.00,730.00,730.00,730.00,"0,00",45,"32,850.00","32,850.00"
STBP,22.11.2016,730.00,730.00,730.00,730.00,"-8,86",100,"73,000.00","73,000.00"
STBP,18.11.2016,801.00,801.00,801.00,801.00,"-7,51",30,"24,030.00","24,030.00"
STBP,17.11.2016,866.00,866.00,866.00,866.00,"2,97",485,"420,010.00","420,010.00"
STBP,16.11.2016,841.00,841.00,841.00,841.00,"19,97",195,"163,995.00","163,995.00"
STBP,26.12.2017,600.00,600.00,600.00,600.00,"-1,64",236,"141,600.00","141,600.00"
STBP,19.12.2017,610.00,610.00,610.00,610.00,"1,67",300,"183,000.00","183,000.00"
STBP,14.12.2017,600.00,600.00,600.00,600.00,"-0,93",224,"134,400.00","134,400.00"
STBP,13.12.2018,"1,260.00","1,260.00","1,260.00","1,260.00","-10,00",2,"2,520.00","2,520.00"
STBP,05.12.2018,"1,400.00","1,400.00","1,400.00","1,400.00","0,00",490,"686,000.00","686,000.00"
STBP,04.12.2018,"1,400.00","1,400.00","1,400.00","1,400.00","0,00",186,"260,400.00","260,400.00"
STBP,03.12.2018,"1,400.00","1,400.00","1,400.00","1,400.00","2,05",1.099,"1,538,600.00","1,538,600.00"
STBP,30.11.2018,"1,376.00","1,376.00","1,370.00","1,371.92","3,68",13,"17,835.00","17,835.00"
STBP,29.11.2018,"1,323.00","1,324.00","1,323.00","1,323.27","0,02",253,"334,787.00","334,787.00"
STBP,28.11.2018,"1,323.00","1,323.00","1,323.00","1,323.00","0,00",105,"138,915.00","138,915.00"
STBP,27.11.2018,"1,323.00","1,323.00","1,323.00","1,323.00","0,72",20,"26,460.00","26,460.00"
STBP,26.11.2018,"1,321.00","1,321.00","1,300.00","1,313.55","-7,95",221,"290,294.00","290,294.00"
STBP,23.11.2018,"1,427.00","1,427.00","1,427.00","1,427.00","9,60",10,"14,270.00","14,270.00"
STBP,22.11.2018,"1,302.00","1,302.00","1,302.00","1,302.00","0,08",87,"113,274.00","113,274.00"
STBP,21.11.2018,"1,301.00","1,301.00","1,301.00","1,301.00","0,25",108,"140,508.00","140,508.00"
STBP,20.11.2018,"1,300.00","1,300.00","1,292.00","1,297.80","3,41",375,"486,676.00","486,676.00"
STBP,19.11.2018,"1,255.00","1,255.00","1,255.00","1,255.00","0,08",7,"8,785.00","8,785.00"
STBP,16.11.2018,"1,254.00","1,254.00","1,254.00","1,254.00","-2,15",1.000,"1,254,000.00","1,254,000.00"
STBP,15.11.2018,"1,297.00","1,297.00","1,266.00","1,281.50","1,74",300,"384,450.00","384,450.00"
STBP,14.11.2018,"1,266.00","1,266.00","1,249.00","1,259.61","2,41",1.175,"1,480,046.00","1,480,046.00"
STBP,13.11.2018,"1,230.00","1,230.00","1,230.00","1,230.00","-1,60",550,"676,500.00","676,500.00"
STBP,12.11.2018,"1,250.00","1,250.00","1,250.00","1,250.00","0,62",400,"500,000.00","500,000.00"
STBP,09.11.2018,"1,210.00","1,250.00","1,210.00","1,242.31","0,05",130,"161,500.00","161,500.00"
STBP,07.11.2018,"1,250.00","1,250.00","1,211.00","1,241.64","3,45",235,"291,785.00","291,785.00"
STBP,05.11.2018,"1,201.00","1,201.00","1,200.00","1,200.27","0,02",387,"464,503.00","464,503.00"
STBP,31.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00","0,00",73,"87,600.00","87,600.00"
STBP,30.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00","0,00",136,"163,200.00","163,200.00"
STBP,29.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00","0,00",379,"454,800.00","454,800.00"
STBP,24.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00","0,73",100,"120,000.00","120,000.00"
STBP,22.10.2018,"1,201.00","1,201.00","1,180.00","1,191.32","8,30",526,"626,632.00","626,632.00"
STBP,19.10.2018,"1,100.00","1,100.00","1,100.00","1,100.00","0,00",10,"11,000.00","11,000.00"
STBP,18.10.2018,"1,100.00","1,100.00","1,100.00","1,100.00","0,00",6,"6,600.00","6,600.00"
STBP,17.10.2018,"1,100.00","1,100.00","1,100.00","1,100.00","1,85",150,"165,000.00","165,000.00"
STBP,15.10.2018,"1,080.00","1,080.00","1,080.00","1,080.00","-10,00",181,"195,480.00","195,480.00"
STBP,08.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00","0,05",11,"13,200.00","13,200.00"
STBP,05.10.2018,"1,200.00","1,200.00","1,190.00","1,199.38","-0,51",800,"959,500.00","959,500.00"
STBP,04.10.2018,"1,200.00","1,220.00","1,200.00","1,205.56","-3,94",180,"217,000.00","217,000.00"
STBP,03.10.2018,"1,255.00","1,255.00","1,255.00","1,255.00","-2,94",698,"875,990.00","875,990.00"
STBP,28.9.2018,"1,263.00","1,299.00","1,263.00","1,293.07","2,22",358,"462,918.00","462,918.00"
STBP,27.9.2018,"1,265.00","1,265.00","1,265.00","1,265.00","-1,99",40,"50,600.00","50,600.00"
